query,intent,product_id
How does your return window work?,get_return_policy,
How does your return window work?,get_return_policy,
Do you price match other retailers?,get_price_match_policy,
How many All Makeup do you have?,check_stock,411359040
"Where can I find Mellanni Sheet Set Hotel Luxury Brushed Microfiber, Deep Pocket Sheet, 3 Piece Twin Ivory?",find_product_location,6126862324
Is Aiyino Women's High Waist Yoga Pants Tummy Control Slimming Booty Leggings Workout Running Butt Lift Tights in stock?,check_stock,1341833689
Can I return items without receipts?,get_return_policy,
Where is the clearance area?,check_clearance_section,
Can you tell me the restock date for MOSHU Summer Womens Tank Tops U Neck Casual Flowy Sleeveless Shirts for Women?,check_restock_status,5219131585
What is your return policy?,get_return_policy,
Can I pay with a gift card?,get_payment_options,
Where is the Mens Workout Shirts section?,find_product_location,3795586746
Can I get extended warranty on nuLOOM Vintage Erline Area Rug?,get_warranty_info,904020893
"Are there alternatives to NELEUS Mens Running Tank Top Dry Fit Y-Back Athletic Workout Tank Tops 3 Pack,Purple+Pink+White,US Size L?",check_variations,3795586746
"Are there medium roast, coffee, decaf left on the shelf?",check_stock,306465658
How much does Jessica London Women's Plus Size Stretch Knit V-Neck Swing Tunic cost?,check_price_offer,6013308220
"Do you deliver WestinTrends Julia 10 Ft Outdoor Patio Cantilever Umbrella with Base Included, Market Hanging Offset Umbrella with 4-Pieces Fillable Base Weight, Coffee to my home?",get_delivery_options,469036214
"How long is the warranty on Exultantex Grey Blackout Curtains for Living Room,Pom Pom Thermal Window Curtains,50""W x 95""L, 2 Panels, Rod Pocket?",get_warranty_info,430528189
"When will FindChic Men Triple Moon Ring Goddess Fidget Ring,Balck Stress Relief Rotatable Anxiety Ring Size 7 to 14,Send Gift Box be restocked?",check_restock_status,3922793394
When do you expect more Eye Shadow Stick?,check_restock_status,173530386
Is price matching allowed?,get_price_match_policy,
"Is the Grande Cosmetics GrandeLash MD Eyelash Formula, 2mL (New Packaging) on sale right now?",check_price_offer,908232424
Do you price match other retailers?,get_price_match_policy,
Where can I find LARACE Women's Tops Long Sleeve Dressy Casual Plus Size Tunic Tops to Wear with Leggings Loose T-Shirt Loose Fit Blouses NavyBlue 1X?,find_product_location,5041920521
"Do you have nightgown, short sleeve, loungewear available?",check_stock,1892659971
How many Baby Girls Clothing do you have?,check_stock,790957653
Is there a clearance section in this store?,check_clearance_section,
"Is Bare Home Cozy Fleece Sheet Set - Extra Plush Polar Fleece - Deep Pocket - Split King, Black in stock?",check_stock,5292666872
Do you price match other retailers?,get_price_match_policy,
Is the JWD Womens Nightgown Short Sleeves Sleepwear Soft Loose Sleepshirt Scoopneck Pleated Nightshirt Loungewear on sale right now?,check_price_offer,1892659971
Is there a shipment incoming for Zenana Womens & Plus Stretch Cotton Foldover Waist Bootcut Workout Yoga Pants?,check_restock_status,1897403279
Does Hanes Long Sleeve Men T-Shirt 2-Pack Beefy-T Crewneck Soft Cotton Full Cut S-3XL come with a warranty?,get_warranty_info,102593173
Do you carry different models of FaithHeart Nordic Viking Vegvisir Pirate Compass Ring for Men Solid Rune Band Rings Black Stainless Steel Jewelry Punk Valknut Protection Amulet Gift for Rappers Size 7?,check_variations,5809585615
"Can I order Scoop Women’s V-Neck Top with Volume Sleeves, Sizes XS-XXL online and pick it up here?",get_delivery_options,5291664103
Does UVN Sweatshirts for Women Square Neck Long Sleeve Shirts Casual Tunic Tops come with a warranty?,get_warranty_info,5053396247
Where is the Womens One-piece Swimsuits section?,find_product_location,2749504314
"Do you have cotton, bedroom decor, duvet cover here?",find_product_location,161657830
What is the price of Zenana Womens & Plus Stretch Cotton Foldover Waist Bootcut Workout Yoga Pants?,check_price_offer,1897403279
Do you provide shipping for Zenana Womens & Plus Stretch Cotton Foldover Waist Bootcut Workout Yoga Pants?,get_delivery_options,1897403279
Do you have Laura Mercier Caviar Stick Eye Color Sugar Frost 1.64g/0.05oz in a different size?,check_variations,173530386
"Which aisle is Vulcanodon Mens Pajama Set 100% Cotton, Long Sleeve Button Down PJ Set for Men Plaid Men's Sleepwear(Red Blue-Plaid, Large) in?",find_product_location,5155961106
"Is the Exclusivo Mezcla Waffle Textured Soft Fleece Blanket, King Size Bed Blanket, Cozy Warm and Lightweight (Dark Grey, 90x104 inches) on sale right now?",check_price_offer,1093743201
"Do you have short sleeve, blouse, casual here?",find_product_location,5155882858
Where is the Bed Blankets section?,find_product_location,1093743201
Can I pay with a gift card?,get_payment_options,
Can I get extended warranty on LifeStride Womens Deja Vu Skimmers - Medium & Wide Width?,get_warranty_info,944207748
What is the warranty coverage for Anastasia Beverly Hills Norvina PRO Pigment Eyeshadow Palette Vol 3?,get_warranty_info,411359040
"Are there any discounts on outdoor, umbrella, cantilever umbrella?",check_price_offer,469036214
What is the warranty coverage for Women's Vanity Fair 75201 Nearly Invisible Full Coverage Underwire Bra (Black 40C)?,get_warranty_info,512809025
"Do you have floor decor, area rug, home goods available?",check_stock,904020893
Is TheLovely Women & Plus Front and Back Reversible Spaghetti Strap Flowy Cami Tank Tops coming back in stock soon?,check_restock_status,435835263
"Is there a shipment incoming for Rest Haven Upholstered Square Tufted Headboard, Full, Charcoal?",check_restock_status,293084792
What is your return policy?,get_return_policy,
"Do you have womens fashion, plus size, activewear available?",check_stock,640096014
"Which aisle is X RAY JEANS Mens Five Pocket Commuter Pants, Fig, 34X32 in?",find_product_location,1774083175
"Is there a promotion for Women & Plus Cotton High Waist Full Length Cotton Workout Leggings (BLACK/CHARCOAL, M)?",check_price_offer,531529503
"Which aisle is Caroma Electric Scooter for Adult, 30Miles Range&amp;20Mph Power by 20""Off-Road Tire&amp;Height Adjustable Seat, Foldable Scooter E Bike for Mountains, Snow, Road, Black in?",find_product_location,5439347407
Do you price match other retailers?,get_price_match_policy,
Are there special discounts like military or student?,get_payment_options,
"Is the AUSTUFF Swivel Bar Stools Set of 2 Velvet Barstools for Kitchen Island (30"", Blue) on sale right now?",check_price_offer,2834781358
Is there a shipment incoming for LARACE Women's Plus Size Tops 3/4 Sleeve Tunic Shirts Casual Button V-neck Blouse Black 4X?,check_restock_status,2150292673
What is your return policy?,get_return_policy,
When do you expect more Womens Workout Bottoms?,check_restock_status,1341833689
Are there other colors available for nuLOOM Vintage Erline Area Rug?,check_variations,904020893
Do you carry different models of Amay 800 Thread Count 100% Organic Cotton Short Queen Size 1PC Flat Sheet (90x102 ) Pink Striped?,check_variations,2363655537
"Can I order SGI Bedding 16 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistant, Wrinkle Free, Anti-static, Decorative, Extra Storage Space, Clutter-Free | Queen, Light Gray online and pick it up here?",get_delivery_options,264801526
Do you accept multiple payment methods?,get_payment_options,
"Do you provide shipping for 4th of July Women’s Lounger Sleepshirt by Way To Celebrate, Sizes S to 3X?",get_delivery_options,5164703747
"Is 16"" Handwoven Cotton Throw Pillow Cover with Tufted designs and Side Tassels in stock?",check_stock,891036133
Is Jessica London Women's Plus Size Stretch Knit V-Neck Swing Tunic coming back in stock soon?,check_restock_status,6013308220
"Is there a warranty for Grande Cosmetics GrandeLash MD Eyelash Formula, 2mL (New Packaging)?",get_warranty_info,908232424
"Is home delivery available for FindChic Men Triple Moon Ring Goddess Fidget Ring,Balck Stress Relief Rotatable Anxiety Ring Size 7 to 14,Send Gift Box?",get_delivery_options,3922793394
Can I still buy Casual Nights Women's Zipper Front House Dress Sleeveless Seersucker Housecoat Duster Lounger today?,check_stock,831123723
How does your return window work?,get_return_policy,
Is there a promotion for Jockey Women's Rib Knit Tee?,check_price_offer,3813188391
"Is there a promotion for Simply Silver Mint Breath Spray - For Dry Mouth and Freshening, All Natural, Fluoride Free, 2 Fl Oz?",check_price_offer,362341632
Is price matching allowed?,get_price_match_policy,
Do you accept multiple payment methods?,get_payment_options,
"Do you provide shipping for UDPATIO High Back Outdoor Dining Chairs Set of 4, All Weather Swivel Patio Chairs, Breathable Garden Outdoor Furniture for Backyard Deck?",get_delivery_options,5295270812
Is home delivery available for Ruimatai Women's Plus Size Elastic Waist Guipure Lace Hem Solid Shorts?,get_delivery_options,640096014
What is the price of UVN Sweatshirts for Women Square Neck Long Sleeve Shirts Casual Tunic Tops?,check_price_offer,5053396247
"Do you have tufted, decorative pillow, throw pillow here?",find_product_location,891036133
"Are there alternatives to Hard Tail Women's French Terry Sweatshirt and Pant Set, 2-Piece, Sizes S-3X?",check_variations,5702032013
Where is the clearance area?,check_clearance_section,
Do you accept multiple payment methods?,get_payment_options,
"Do you have activewear, womens bottoms, yoga pants here?",find_product_location,1341833689
Is there a warranty for LARACE Women's Plus Size Tops 3/4 Sleeve Tunic Shirts Casual Button V-neck Blouse Black 4X?,get_warranty_info,2150292673
What is your return policy?,get_return_policy,
"Can I track my order for FindChic Men Triple Moon Ring Goddess Fidget Ring,Balck Stress Relief Rotatable Anxiety Ring Size 7 to 14,Send Gift Box?",get_delivery_options,3922793394
"Is there a promotion for Grande Cosmetics GrandeLash MD Eyelash Formula, 2mL (New Packaging)?",check_price_offer,908232424
"Is home delivery available for SmartMouth Original Activated Breath Rinse 16 oz, Adult?",get_delivery_options,5062553620
Where can I find Hanes Long Sleeve Men T-Shirt 2-Pack Beefy-T Crewneck Soft Cotton Full Cut S-3XL?,find_product_location,102593173
"Is there a warranty for VOUA Electric Heated Mattress Pad, White King?",get_warranty_info,1727244137
Are there alternatives to Zenana Womens & Plus Stretch Cotton Foldover Waist Bootcut Workout Yoga Pants?,check_variations,1897403279
Can I order Amay 800 Thread Count 100% Organic Cotton Grand King/Super King Size 1PC Flat Sheet (110x125 ) Royal Blue Striped online and pick it up here?,get_delivery_options,3099936296
Do you price match other retailers?,get_price_match_policy,
"What is the price of SGI Bedding 16 Inch Wrap Around Bed Skirt | Microfiber Bed Skirt | Fade Resistant, Wrinkle Free, Anti-static, Decorative, Extra Storage Space, Clutter-Free | Queen, Light Gray?",check_price_offer,264801526
Where is the clearance area?,check_clearance_section,
How does your return window work?,get_return_policy,
What is the warranty coverage for a.Jesdani Women's Cardigan Classic Casual Lightweight Knit Cardigan Sweaters S-XXL?,get_warranty_info,5184785010
"Are there other colors available for Uvplove Women's Summer Loose Casual Short Sleeve Chiffon Top T-Shirt Blouse,Grey,M?",check_variations,5155882858
"Are there womens fashion, casual, plus size left on the shelf?",check_stock,5041920521
"Do you have breathable, mesh, air cushion available?",check_stock,283514640
"Are there any discounts on full coverage, black bra, apparel?",check_price_offer,512809025
Do you provide shipping for Amay 800 Thread Count 100% Organic Cotton Short Queen Size 1PC Flat Sheet (90x102 ) Pink Striped?,get_delivery_options,2363655537
Can I get extended warranty on Amay 800 Thread Count 100% Organic Cotton Grand King/Super King Size 1PC Flat Sheet (110x125 ) Royal Blue Striped?,get_warranty_info,3099936296
"Are there any discounts on vitamins, eye health, skin health?",check_price_offer,179112912
What's your price matching policy?,get_price_match_policy,
How many Cycling Pants do you have?,check_stock,1897403279
"When will 16"" Handwoven Cotton Throw Pillow Cover with Tufted designs and Side Tassels be restocked?",check_restock_status,891036133
Do you price match other retailers?,get_price_match_policy,
"What is the price of VOUA Electric Heated Mattress Pad, White King?",check_price_offer,1727244137
How much does Ecetana Womens Walking Shoes Lightweight Breathable Mesh Air Cushion Sneakers cost?,check_price_offer,283514640
Do you accept multiple payment methods?,get_payment_options,
Do you accept multiple payment methods?,get_payment_options,
Does JWD Womens Nightgown Short Sleeves Sleepwear Soft Loose Sleepshirt Scoopneck Pleated Nightshirt Loungewear come with a warranty?,get_warranty_info,1892659971
What is the price of Aiyino Women's High Waist Yoga Pants Tummy Control Slimming Booty Leggings Workout Running Butt Lift Tights?,check_price_offer,1341833689
"Can I still buy Amay 800TC Organic Cotton Twin XL Size Fitted Sheet ( 39X80 ) Fits Mattress Upto 21 inches Deep Pocket, Ivory Solid today?",check_stock,1612728569
"Do you provide shipping for Scoop Women’s V-Neck Top with Volume Sleeves, Sizes XS-XXL?",get_delivery_options,5291664103
Is price matching allowed?,get_price_match_policy,
Is the Georgia Giant Work Boot Size 10.5(W) on sale right now?,check_price_offer,17245067
Can I order Disney Boys Graphic Tee Donald Duck Short Sleeves T-Shirt Top Summer Outfits Clothes Sizes 3-10T online and pick it up here?,get_delivery_options,5397071399
Where can I find Amay Grommet Top Blackout Curtain Panel White 120 inch Wide by 120 inch Long-1 Panel?,find_product_location,2200709686
Can I track my order for LARACE Women's Tops Long Sleeve Dressy Casual Plus Size Tunic Tops to Wear with Leggings Loose T-Shirt Loose Fit Blouses NavyBlue 1X?,get_delivery_options,5041920521
"Is there a promotion for WestinTrends Julia 10 Ft Outdoor Patio Cantilever Umbrella with Base Included, Market Hanging Offset Umbrella with 4-Pieces Fillable Base Weight, Coffee?",check_price_offer,469036214
Can I get extended warranty on UVN Sweatshirts for Women Square Neck Long Sleeve Shirts Casual Tunic Tops?,get_warranty_info,5053396247
Is there a clearance section in this store?,check_clearance_section,
"Is there a warranty for Simply Silver Mint Breath Spray - For Dry Mouth and Freshening, All Natural, Fluoride Free, 2 Fl Oz?",get_warranty_info,362341632
Is Zenana Womens & Plus Stretch Cotton Foldover Waist Bootcut Workout Yoga Pants coming back in stock soon?,check_restock_status,1897403279
"Is the Bed Sheet Set 4-Piece Bed Sheet set, Deep Pocket, HypoAllergenic - Queen Sage/Green on sale right now?",check_price_offer,602315286
How long is the warranty on a.Jesdani Women's Cardigan Classic Casual Lightweight Knit Cardigan Sweaters S-XXL?,get_warranty_info,5184785010
Do you accept multiple payment methods?,get_payment_options,
"Is the 4th of July Women’s Lounger Sleepshirt by Way To Celebrate, Sizes S to 3X on sale right now?",check_price_offer,5164703747
"Where can I find UDPATIO High Back Outdoor Dining Chairs Set of 4, All Weather Swivel Patio Chairs, Breathable Garden Outdoor Furniture for Backyard Deck?",find_product_location,5295270812
"Which aisle is FY24 Valentine's Day Holiday Deals! itsun Lingerie Sets for Women Sexy Plus Size, Women Sexy Lace Lingerie Set Strappy Bra and Panty Set Two Piece Crotchless Lingerie White in?",find_product_location,1507001378
"Does AUSTUFF Swivel Bar Stools Set of 2 Velvet Barstools for Kitchen Island (30"", Blue) come with a warranty?",get_warranty_info,2834781358
Do you price match other retailers?,get_price_match_policy,
Can I return items without receipts?,get_return_policy,
"Are there other colors available for SmartMouth Original Activated Breath Rinse 16 oz, Adult?",check_variations,5062553620
What's your price matching policy?,get_price_match_policy,
"Is home delivery available for J. Adams Camila Sandals for Women, Square Open Toe Strappy Mid Block Heels, Elegant &amp; Comfortable, Perfect for Weddings?",get_delivery_options,1017487270
Is Victorious Men's Skinny Fit Unwashed Raw Denim Jeans DL938 - Indigo - 32/30 in stock?,check_stock,871530694
Where can I find MOSHU Summer Womens Tank Tops U Neck Casual Flowy Sleeveless Shirts for Women?,find_product_location,5219131585
"Are there alternatives to Simply Silver Mint Breath Spray - For Dry Mouth and Freshening, All Natural, Fluoride Free, 2 Fl Oz?",check_variations,362341632
How much does SONGMICS 3-Tier Shoe Rack with Shelves for Closet Entryway Black cost?,check_price_offer,2138573500
Where can I get some Bed Blankets?,find_product_location,1093743201
Where is the clearance area?,check_clearance_section,
"Is the Fresh Roasted Coffee, Indian Monsoon Water Decaf Coffee, Medium-Dark Roast Whole Bean, 80 oz on sale right now?",check_price_offer,306465658
"Is there a warranty for SmartMouth Original Activated Breath Rinse 16 oz, Adult?",get_warranty_info,5062553620
"Which aisle is Bare Home Cozy Fleece Sheet Set - Extra Plush Polar Fleece - Deep Pocket - Split King, Black in?",find_product_location,5292666872
Where is the Eyelash Enhancer section?,find_product_location,908232424
When will Amay Grommet Top Blackout Curtain Panel White 120 inch Wide by 120 inch Long-1 Panel be restocked?,check_restock_status,2200709686
"Are there breathable, womens shoes, footwear left on the shelf?",check_stock,283514640
"Is J. Adams Camila Sandals for Women, Square Open Toe Strappy Mid Block Heels, Elegant &amp; Comfortable, Perfect for Weddings coming back in stock soon?",check_restock_status,1017487270
Can you tell me the restock date for 100% Cotton King Percale Duvet Set (3 Piece) Blue Distress Tile Print by Simply Put?,check_restock_status,161657830
Can you tell me about store clearance deals?,check_clearance_section,
Do you accept multiple payment methods?,get_payment_options,
Is home delivery available for UVN Sweatshirts for Women Square Neck Long Sleeve Shirts Casual Tunic Tops?,get_delivery_options,5053396247
"Can I get X RAY JEANS Mens Five Pocket Commuter Pants, Fig, 34X32 in other sizes or colors?",check_variations,1774083175
How many Blackout Curtains do you have?,check_stock,430528189
Can you tell me the restock date for IBTOM CASTLE Women's One Piece Rash Guard Swimsuit UV Protection Floral Printed Surfing Zipper Swimwear Bathing Suit Beachwear S Green Leaves?,check_restock_status,2749504314
Can I get extended warranty on Anastasia Beverly Hills Norvina PRO Pigment Eyeshadow Palette Vol 3?,get_warranty_info,411359040
Can I track my order for MOSHU Summer Womens Tank Tops U Neck Casual Flowy Sleeveless Shirts for Women?,get_delivery_options,5219131585
Can you tell me about store clearance deals?,check_clearance_section,
Where can I get some Mens Wide Shoes?,find_product_location,17245067
Is there a clearance section in this store?,check_clearance_section,
Which aisle is Amay Grommet Top Blackout Curtain Panel White 120 inch Wide by 120 inch Long-1 Panel in?,find_product_location,2200709686
Where can I get some Womens Nightshirts & Gowns?,find_product_location,831123723
"Are there mens fashion, raw denim, jeans left on the shelf?",check_stock,871530694
What's your price matching policy?,get_price_match_policy,
What is the warranty coverage for Feather & Stitch 2 Piece Pillowcase Set Standard Size White 100% Cotton Damask Stripe Pillow Cases 500 Thread Count 20x30 Inches Ultra Soft Luxury Sateen Weave Bed Pillow Covers?,get_warranty_info,1097677016
Can I return items without receipts?,get_return_policy,
Where is the Womens Two Piece Sets section?,find_product_location,5702032013
"Do you provide shipping for X RAY JEANS Mens Five Pocket Commuter Pants, Fig, 34X32?",get_delivery_options,1774083175
Is Zenana Women & Plus Basic Cotton Relaxed Fit V-Neck Long Sleeve Plain Active Casual T-ShirtTop(S-3X) in stock?,check_stock,896931395
What is your return policy?,get_return_policy,
"Do you have home goods, bedding, gray available?",check_stock,264801526
Can I track my order for Hanes Long Sleeve Men T-Shirt 2-Pack Beefy-T Crewneck Soft Cotton Full Cut S-3XL?,get_delivery_options,102593173
"Are there any discounts on mens shoes, apparel, boots?",check_price_offer,17245067
Are there special discounts like military or student?,get_payment_options,
Can I pay with a gift card?,get_payment_options,
What's your price matching policy?,get_price_match_policy,
"Do you have two piece, plus size, intimates here?",find_product_location,1507001378
"Does FindChic Men Triple Moon Ring Goddess Fidget Ring,Balck Stress Relief Rotatable Anxiety Ring Size 7 to 14,Send Gift Box come with a warranty?",get_warranty_info,3922793394
What is your return policy?,get_return_policy,
Can I get extended warranty on Aiyino Women's High Waist Yoga Pants Tummy Control Slimming Booty Leggings Workout Running Butt Lift Tights?,get_warranty_info,1341833689
"Do you have french terry, activewear, womens fashion here?",find_product_location,5702032013
"What is the price of Mellanni Sheet Set Hotel Luxury Brushed Microfiber, Deep Pocket Sheet, 3 Piece Twin Ivory?",check_price_offer,6126862324
What is your return policy?,get_return_policy,
"Can I get extended warranty on Caroma Electric Scooter for Adult, 30Miles Range&amp;20Mph Power by 20""Off-Road Tire&amp;Height Adjustable Seat, Foldable Scooter E Bike for Mountains, Snow, Road, Black?",get_warranty_info,5439347407
"Is the Vulcanodon Mens Pajama Set 100% Cotton, Long Sleeve Button Down PJ Set for Men Plaid Men's Sleepwear(Red Blue-Plaid, Large) on sale right now?",check_price_offer,5155961106
Where is the clearance area?,check_clearance_section,
"How much does Hard Tail Women's French Terry Sweatshirt and Pant Set, 2-Piece, Sizes S-3X cost?",check_price_offer,5702032013
How many Heating Mattress toppers do you have?,check_stock,1727244137
"When will SmartMouth Original Activated Breath Rinse 16 oz, Adult be restocked?",check_restock_status,5062553620
Do you accept multiple payment methods?,get_payment_options,
"What is the price of Amay 100% Cotton 600-Thread Count 4-PCs Sheet Set Easily Fit upto 21 Inch Deep Pockets Solid California King, White?",check_price_offer,2785607950
"Is the WestinTrends Julia 10 Ft Outdoor Patio Cantilever Umbrella with Base Included, Market Hanging Offset Umbrella with 4-Pieces Fillable Base Weight, Coffee on sale right now?",check_price_offer,469036214
Is Georgia Giant Work Boot Size 10.5(W) coming back in stock soon?,check_restock_status,17245067
"Is the Caroma Electric Scooter for Adult, 30Miles Range&amp;20Mph Power by 20""Off-Road Tire&amp;Height Adjustable Seat, Foldable Scooter E Bike for Mountains, Snow, Road, Black on sale right now?",check_price_offer,5439347407
Is the Amay 800 Thread Count 100% Organic Cotton Grand King/Super King Size 1PC Flat Sheet (110x125 ) Royal Blue Striped on sale right now?,check_price_offer,3099936296
When do you expect more Oral Care Accessories?,check_restock_status,362341632
Where is the clearance area?,check_clearance_section,
"When will Fresh Roasted Coffee, Indian Monsoon Water Decaf Coffee, Medium-Dark Roast Whole Bean, 80 oz be restocked?",check_restock_status,306465658
Do you carry different models of Jockey Women's Rib Knit Tee?,check_variations,3813188391
Can you tell me about store clearance deals?,check_clearance_section,
Can you tell me about store clearance deals?,check_clearance_section,
Is there a promotion for IBTOM CASTLE Women's One Piece Rash Guard Swimsuit UV Protection Floral Printed Surfing Zipper Swimwear Bathing Suit Beachwear S Green Leaves?,check_price_offer,2749504314
Do you accept multiple payment methods?,get_payment_options,
When do you expect more Womens One-piece Swimsuits?,check_restock_status,2749504314
Can I track my order for FaithHeart Nordic Viking Vegvisir Pirate Compass Ring for Men Solid Rune Band Rings Black Stainless Steel Jewelry Punk Valknut Protection Amulet Gift for Rappers Size 7?,get_delivery_options,5809585615
What is your return policy?,get_return_policy,
Is there a clearance section in this store?,check_clearance_section,
Can I return items without receipts?,get_return_policy,
Do you accept multiple payment methods?,get_payment_options,
What is your return policy?,get_return_policy,
"Are there any discounts on home decor, cotton, tufted?",check_price_offer,891036133
Are there alternatives to LifeStride Womens Deja Vu Skimmers - Medium & Wide Width?,check_variations,944207748
Can I order Men's The Little Mermaid Vintage Characters  Graphic Tee Turquoise Medium online and pick it up here?,get_delivery_options,781490570
Are there alternatives to Hanes Long Sleeve Men T-Shirt 2-Pack Beefy-T Crewneck Soft Cotton Full Cut S-3XL?,check_variations,102593173
Do you carry different models of IBTOM CASTLE Women's One Piece Rash Guard Swimsuit UV Protection Floral Printed Surfing Zipper Swimwear Bathing Suit Beachwear S Green Leaves?,check_variations,2749504314
Where is the Shop All Bar Stools & Counter Stools section?,find_product_location,2834781358
"What is the price of Exultantex Grey Blackout Curtains for Living Room,Pom Pom Thermal Window Curtains,50""W x 95""L, 2 Panels, Rod Pocket?",check_price_offer,430528189
What is the warranty coverage for Amay 800 Thread Count 100% Organic Cotton Grand King/Super King Size 1PC Flat Sheet (110x125 ) Royal Blue Striped?,get_warranty_info,3099936296
Can I still buy TheLovely Women & Plus Front and Back Reversible Spaghetti Strap Flowy Cami Tank Tops today?,check_stock,435835263
How many Boys Outfit Sets do you have?,check_stock,5397071399
Do you price match other retailers?,get_price_match_policy,
Do you deliver Roaman's Women's Plus Size Tall Complete Cotton Seamed Jean to my home?,get_delivery_options,1359948905
Is there a clearance section in this store?,check_clearance_section,
What is your return policy?,get_return_policy,
"Where can I find Amay 800TC Organic Cotton Twin XL Size Fitted Sheet ( 39X80 ) Fits Mattress Upto 21 inches Deep Pocket, Ivory Solid?",find_product_location,1612728569
Do you deliver nuLOOM Vintage Erline Area Rug to my home?,get_delivery_options,904020893
Can I pay with a gift card?,get_payment_options,
What's your price matching policy?,get_price_match_policy,
"Are there any discounts on living room, window treatments, pom pom?",check_price_offer,430528189
Is price matching allowed?,get_price_match_policy,
Is there a promotion for Amay Grommet Top Blackout Curtain Panel White 120 inch Wide by 120 inch Long-1 Panel?,check_price_offer,2200709686
Can I order Georgia Giant Work Boot Size 10.5(W) online and pick it up here?,get_delivery_options,17245067
"How much does Solaray Food Carotene, Vitamin A as Beta Carotene 25000IU | Carotenoids for Healthy Skin &amp; Eyes, Antioxidant Activity &amp; Immune System Support | 200ct cost?",check_price_offer,179112912
Are there special discounts like military or student?,get_payment_options,
"Can you tell me the restock date for FY24 Valentine's Day Holiday Deals! itsun Lingerie Sets for Women Sexy Plus Size, Women Sexy Lace Lingerie Set Strappy Bra and Panty Set Two Piece Crotchless Lingerie White?",check_restock_status,1507001378
Can I pay with a gift card?,get_payment_options,
Can you tell me about store clearance deals?,check_clearance_section,
How long is the warranty on Newborn Baby Girl Summer Clothes Ribbed Strap Romper Bodysuit + Drawstring Shorts Pink 18-24 Months?,get_warranty_info,790957653
What is the price of Women's Vanity Fair 75201 Nearly Invisible Full Coverage Underwire Bra (Black 40C)?,check_price_offer,512809025
"Is there a shipment incoming for Vulcanodon Mens Pajama Set 100% Cotton, Long Sleeve Button Down PJ Set for Men Plaid Men's Sleepwear(Red Blue-Plaid, Large)?",check_restock_status,5155961106
"Is there a shipment incoming for Grande Cosmetics GrandeLash MD Eyelash Formula, 2mL (New Packaging)?",check_restock_status,908232424
Is Anastasia Beverly Hills Norvina PRO Pigment Eyeshadow Palette Vol 3 in stock?,check_stock,411359040
Can I get LARACE Women's Tops Long Sleeve Dressy Casual Plus Size Tunic Tops to Wear with Leggings Loose T-Shirt Loose Fit Blouses NavyBlue 1X in other sizes or colors?,check_variations,5041920521
"What is the warranty coverage for FindChic Men Triple Moon Ring Goddess Fidget Ring,Balck Stress Relief Rotatable Anxiety Ring Size 7 to 14,Send Gift Box?",get_warranty_info,3922793394
"How long is the warranty on 16"" Handwoven Cotton Throw Pillow Cover with Tufted designs and Side Tassels?",get_warranty_info,891036133
Can I get extended warranty on Jockey Women's Rib Knit Tee?,get_warranty_info,3813188391
Can you tell me about store clearance deals?,check_clearance_section,
Do you accept multiple payment methods?,get_payment_options,
"Is SmartMouth Original Activated Breath Rinse 16 oz, Adult in stock?",check_stock,5062553620
"What is the warranty coverage for Mellanni Sheet Set Hotel Luxury Brushed Microfiber, Deep Pocket Sheet, 3 Piece Twin Ivory?",get_warranty_info,6126862324
Can I get extended warranty on Ecetana Womens Walking Shoes Lightweight Breathable Mesh Air Cushion Sneakers?,get_warranty_info,283514640
"When will Amay 800TC Organic Cotton Twin XL Size Fitted Sheet ( 39X80 ) Fits Mattress Upto 21 inches Deep Pocket, Ivory Solid be restocked?",check_restock_status,1612728569
Where is the clearance area?,check_clearance_section,
Where is the clearance area?,check_clearance_section,
Can I still buy Jessica London Women's Plus Size Stretch Knit V-Neck Swing Tunic today?,check_stock,6013308220
When do you expect more Cycling Pants?,check_restock_status,1897403279
"Can I track my order for NELEUS Mens Running Tank Top Dry Fit Y-Back Athletic Workout Tank Tops 3 Pack,Purple+Pink+White,US Size L?",get_delivery_options,3795586746
Where can I get some Mens Workout Shirts?,find_product_location,3795586746
"Can you tell me the restock date for Vulcanodon Mens Pajama Set 100% Cotton, Long Sleeve Button Down PJ Set for Men Plaid Men's Sleepwear(Red Blue-Plaid, Large)?",check_restock_status,5155961106
"Can I track my order for Fresh Roasted Coffee, Indian Monsoon Water Decaf Coffee, Medium-Dark Roast Whole Bean, 80 oz?",get_delivery_options,306465658
"Can I track my order for Exultantex Grey Blackout Curtains for Living Room,Pom Pom Thermal Window Curtains,50""W x 95""L, 2 Panels, Rod Pocket?",get_delivery_options,430528189
"How much does VOUA Electric Heated Mattress Pad, White King cost?",check_price_offer,1727244137
What's your price matching policy?,get_price_match_policy,
Can I pay with a gift card?,get_payment_options,
How does your return window work?,get_return_policy,
"Can I get Bed Sheet Set 4-Piece Bed Sheet set, Deep Pocket, HypoAllergenic - Queen Sage/Green in other sizes or colors?",check_variations,602315286
Where is the Colored Sheets section?,find_product_location,5292666872
"How much does AUSTUFF Swivel Bar Stools Set of 2 Velvet Barstools for Kitchen Island (30"", Blue) cost?",check_price_offer,2834781358
Can you tell me the restock date for Disney Boys Graphic Tee Donald Duck Short Sleeves T-Shirt Top Summer Outfits Clothes Sizes 3-10T?,check_restock_status,5397071399
